dataset,case_id,comparison,model_a,model_b,value_a,value_b,checkpoint_a,checkpoint_b,main_model,comparator,metric,main_value,comparator_value,paired_difference
Internal,liver_84,MedNeXt_MLA_MoE vs MedNeXt_MLA,MedNeXt_MLA_MoE,MedNeXt_MLA,0.7667862558559169,0.776873431439925,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA_MoE__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,MedNeXt_MLA_MoE,MedNeXt_MLA,tumor_dice,0.7667862558559169,0.776873431439925,-0.010087175584008179
Internal,liver_90,MedNeXt_MLA_MoE vs MedNeXt_MLA,MedNeXt_MLA_MoE,MedNeXt_MLA,0.7875804773915467,0.7991608641314051,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA_MoE__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,MedNeXt_MLA_MoE,MedNeXt_MLA,tumor_dice,0.7875804773915467,0.7991608641314051,-0.011580386739858395
Internal,liver_96,MedNeXt_MLA_MoE vs MedNeXt_MLA,MedNeXt_MLA_MoE,MedNeXt_MLA,0.6869871666999136,0.7095437768348105,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA_MoE__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,MedNeXt_MLA_MoE,MedNeXt_MLA,tumor_dice,0.6869871666999136,0.7095437768348105,-0.02255661013489696
Internal,liver_97,MedNeXt_MLA_MoE vs MedNeXt_MLA,MedNeXt_MLA_MoE,MedNeXt_MLA,0.8929327850881491,0.8861124662986263,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA_MoE__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,MedNeXt_MLA_MoE,MedNeXt_MLA,tumor_dice,0.8929327850881491,0.8861124662986263,0.006820318789522828
Internal,liver_100,MedNeXt_MLA_MoE vs MedNeXt_MLA,MedNeXt_MLA_MoE,MedNeXt_MLA,0.8872075933512944,0.8990131166109975,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA_MoE__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,MedNeXt_MLA_MoE,MedNeXt_MLA,tumor_recall,0.8872075933512944,0.8990131166109975,-0.011805523259703077
Internal,liver_101,MedNeXt_MLA_MoE vs MedNeXt_MLA,MedNeXt_MLA_MoE,MedNeXt_MLA,0.8833312634268666,0.8886821918459779,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA_MoE__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,MedNeXt_MLA_MoE,MedNeXt_MLA,tumor_recall,0.8833312634268666,0.8886821918459779,-0.005350928419111223
Internal,liver_11,MedNeXt_MLA_MoE vs MedNeXt_MLA,MedNeXt_MLA_MoE,MedNeXt_MLA,0.6955161626694474,0.7388378045312352,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA_MoE__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,MedNeXt_MLA_MoE,MedNeXt_MLA,tumor_recall,0.6955161626694474,0.7388378045312352,-0.043321641861787774
Internal,liver_111,MedNeXt_MLA_MoE vs MedNeXt_MLA,MedNeXt_MLA_MoE,MedNeXt_MLA,0.7278082191780821,0.7702739726027398,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA_MoE__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,MedNeXt_MLA_MoE,MedNeXt_MLA,tumor_recall,0.7278082191780821,0.7702739726027398,-0.04246575342465764
Internal,liver_112,MedNeXt_MLA_MoE vs MedNeXt_MLA,MedNeXt_MLA_MoE,MedNeXt_MLA,0.8314987298899238,0.8204911092294666,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA_MoE__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,MedNeXt_MLA_MoE,MedNeXt_MLA,tumor_recall,0.8314987298899238,0.8204911092294666,0.01100762066045724
Internal,liver_117,MedNeXt_MLA_MoE vs MedNeXt_MLA,MedNeXt_MLA_MoE,MedNeXt_MLA,0.8838430236381289,0.9034051128913094,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA_MoE__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,MedNeXt_MLA_MoE,MedNeXt_MLA,tumor_recall,0.8838430236381289,0.9034051128913094,-0.01956208925318048
Internal,liver_127,MedNeXt_MLA_MoE vs MedNeXt_MLA,MedNeXt_MLA_MoE,MedNeXt_MLA,0.013422818791946308,0.0,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA_MoE__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,MedNeXt_MLA_MoE,MedNeXt_MLA,tumor_recall,0.013422818791946308,0.0,0.013422818791946308
Internal,liver_128,MedNeXt_MLA_MoE vs MedNeXt_MLA,MedNeXt_MLA_MoE,MedNeXt_MLA,0.8867258913560739,0.9236448600992795,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA_MoE__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,MedNeXt_MLA_MoE,MedNeXt_MLA,tumor_recall,0.8867258913560739,0.9236448600992795,-0.03691896874320555
Internal,liver_129,MedNeXt_MLA_MoE vs MedNeXt_MLA,MedNeXt_MLA_MoE,MedNeXt_MLA,0.8928753760240027,0.9167487439685619,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA_MoE__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,MedNeXt_MLA_MoE,MedNeXt_MLA,tumor_recall,0.8928753760240027,0.9167487439685619,-0.023873367944559187
Internal,liver_130,MedNeXt_MLA_MoE vs MedNeXt_MLA,MedNeXt_MLA_MoE,MedNeXt_MLA,0.5837007079610202,0.6995603067734727,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA_MoE__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,MedNeXt_MLA_MoE,MedNeXt_MLA,tumor_recall,0.5837007079610202,0.6995603067734727,-0.11585959881245245
Internal,liver_17,MedNeXt_MLA_MoE vs MedNeXt_MLA,MedNeXt_MLA_MoE,MedNeXt_MLA,0.9386612166896698,0.9521976855292494,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA_MoE__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,MedNeXt_MLA_MoE,MedNeXt_MLA,tumor_recall,0.9386612166896698,0.9521976855292494,-0.013536468839579596
Internal,liver_36,MedNeXt_MLA_MoE vs MedNeXt_MLA,MedNeXt_MLA_MoE,MedNeXt_MLA,0.831222773781785,0.8379850065849458,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA_MoE__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,MedNeXt_MLA_MoE,MedNeXt_MLA,tumor_recall,0.831222773781785,0.8379850065849458,-0.006762232803160795
Internal,liver_48,MedNeXt_MLA_MoE vs MedNeXt_MLA,MedNeXt_MLA_MoE,MedNeXt_MLA,0.7902925756807035,0.8066125486216811,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA_MoE__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,MedNeXt_MLA_MoE,MedNeXt_MLA,tumor_recall,0.7902925756807035,0.8066125486216811,-0.016319972940977534
Internal,liver_52,MedNeXt_MLA_MoE vs MedNeXt_MLA,MedNeXt_MLA_MoE,MedNeXt_MLA,0.6805312636641889,0.705072146917359,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA_MoE__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,MedNeXt_MLA_MoE,MedNeXt_MLA,tumor_recall,0.6805312636641889,0.705072146917359,-0.024540883253170054
Internal,liver_58,MedNeXt_MLA_MoE vs MedNeXt_MLA,MedNeXt_MLA_MoE,MedNeXt_MLA,0.36867636867636866,0.3839223839223839,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA_MoE__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,MedNeXt_MLA_MoE,MedNeXt_MLA,tumor_recall,0.36867636867636866,0.3839223839223839,-0.015246015246015265
Internal,liver_6,MedNeXt_MLA_MoE vs MedNeXt_MLA,MedNeXt_MLA_MoE,MedNeXt_MLA,0.9268757746210315,0.9374900689611338,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA_MoE__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,MedNeXt_MLA_MoE,MedNeXt_MLA,tumor_recall,0.9268757746210315,0.9374900689611338,-0.010614294340102304
Internal,liver_63,MedNeXt_MLA_MoE vs MedNeXt_MLA,MedNeXt_MLA_MoE,MedNeXt_MLA,0.42296511627906974,0.4375,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA_MoE__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,MedNeXt_MLA_MoE,MedNeXt_MLA,tumor_recall,0.42296511627906974,0.4375,-0.014534883720930258
Internal,liver_68,MedNeXt_MLA_MoE vs MedNeXt_MLA,MedNeXt_MLA_MoE,MedNeXt_MLA,0.830810147299509,0.8551554828150573,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA_MoE__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,MedNeXt_MLA_MoE,MedNeXt_MLA,tumor_recall,0.830810147299509,0.8551554828150573,-0.024345335515548294
Internal,liver_75,MedNeXt_MLA_MoE vs MedNeXt_MLA,MedNeXt_MLA_MoE,MedNeXt_MLA,0.8261191268960414,0.8357380688124306,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA_MoE__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,MedNeXt_MLA_MoE,MedNeXt_MLA,tumor_recall,0.8261191268960414,0.8357380688124306,-0.009618941916389234
Internal,liver_84,MedNeXt_MLA_MoE vs MedNeXt_MLA,MedNeXt_MLA_MoE,MedNeXt_MLA,0.6688558206556378,0.7528491331134942,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA_MoE__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,MedNeXt_MLA_MoE,MedNeXt_MLA,tumor_recall,0.6688558206556378,0.7528491331134942,-0.08399331245785646
Internal,liver_90,MedNeXt_MLA_MoE vs MedNeXt_MLA,MedNeXt_MLA_MoE,MedNeXt_MLA,0.692602025564683,0.7136269246252387,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA_MoE__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,MedNeXt_MLA_MoE,MedNeXt_MLA,tumor_recall,0.692602025564683,0.7136269246252387,-0.021024899060555713
Internal,liver_96,MedNeXt_MLA_MoE vs MedNeXt_MLA,MedNeXt_MLA_MoE,MedNeXt_MLA,0.6372338588310759,0.697185009745146,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA_MoE__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,MedNeXt_MLA_MoE,MedNeXt_MLA,tumor_recall,0.6372338588310759,0.697185009745146,-0.059951150914070106
Internal,liver_97,MedNeXt_MLA_MoE vs MedNeXt_MLA,MedNeXt_MLA_MoE,MedNeXt_MLA,0.9422274613613489,0.9515834608650094,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA_MoE__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,MedNeXt_MLA_MoE,MedNeXt_MLA,tumor_recall,0.9422274613613489,0.9515834608650094,-0.009355999503660506
Internal,liver_100,MedNeXt_MLA_MoE vs MedNeXt_MLA,MedNeXt_MLA_MoE,MedNeXt_MLA,0.9591759285852527,0.9536820778153527,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA_MoE__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,MedNeXt_MLA_MoE,MedNeXt_MLA,tumor_precision,0.9591759285852527,0.9536820778153527,0.005493850769899944
Internal,liver_101,MedNeXt_MLA_MoE vs MedNeXt_MLA,MedNeXt_MLA_MoE,MedNeXt_MLA,0.9140442356646971,0.6866803466968853,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA_MoE__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,MedNeXt_MLA_MoE,MedNeXt_MLA,tumor_precision,0.9140442356646971,0.6866803466968853,0.2273638889678118
Internal,liver_11,MedNeXt_MLA_MoE vs MedNeXt_MLA,MedNeXt_MLA_MoE,MedNeXt_MLA,0.9379953975965226,0.9171569781124971,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA_MoE__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,MedNeXt_MLA_MoE,MedNeXt_MLA,tumor_precision,0.9379953975965226,0.9171569781124971,0.02083841948402554
Internal,liver_111,MedNeXt_MLA_MoE vs MedNeXt_MLA,MedNeXt_MLA_MoE,MedNeXt_MLA,0.6681338028169014,0.6166922570739197,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA_MoE__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,MedNeXt_MLA_MoE,MedNeXt_MLA,tumor_precision,0.6681338028169014,0.6166922570739197,0.051441545742981654
Internal,liver_112,MedNeXt_MLA_MoE vs MedNeXt_MLA,MedNeXt_MLA_MoE,MedNeXt_MLA,0.4883142715067131,0.4837743384922616,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA_MoE__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,MedNeXt_MLA_MoE,MedNeXt_MLA,tumor_precision,0.4883142715067131,0.4837743384922616,0.0045399330144514916
Internal,liver_117,MedNeXt_MLA_MoE vs MedNeXt_MLA,MedNeXt_MLA_MoE,MedNeXt_MLA,0.8940799333236814,0.8704318132054991,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA_MoE__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,MedNeXt_MLA_MoE,MedNeXt_MLA,tumor_precision,0.8940799333236814,0.8704318132054991,0.023648120118182292
Internal,liver_127,MedNeXt_MLA_MoE vs MedNeXt_MLA,MedNeXt_MLA_MoE,MedNeXt_MLA,1.0,0.0,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA_MoE__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,MedNeXt_MLA_MoE,MedNeXt_MLA,tumor_precision,1.0,0.0,1.0
Internal,liver_128,MedNeXt_MLA_MoE vs MedNeXt_MLA,MedNeXt_MLA_MoE,MedNeXt_MLA,0.732909460447952,0.6137628045728146,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA_MoE__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,MedNeXt_MLA_MoE,MedNeXt_MLA,tumor_precision,0.732909460447952,0.6137628045728146,0.1191466558751374
Internal,liver_129,MedNeXt_MLA_MoE vs MedNeXt_MLA,MedNeXt_MLA_MoE,MedNeXt_MLA,0.9764046983320612,0.9621718968623223,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA_MoE__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,MedNeXt_MLA_MoE,MedNeXt_MLA,tumor_precision,0.9764046983320612,0.9621718968623223,0.014232801469738932
Internal,liver_130,MedNeXt_MLA_MoE vs MedNeXt_MLA,MedNeXt_MLA_MoE,MedNeXt_MLA,0.9623020080972046,0.9553274643717184,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA_MoE__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,MedNeXt_MLA_MoE,MedNeXt_MLA,tumor_precision,0.9623020080972046,0.9553274643717184,0.006974543725486115
Internal,liver_17,MedNeXt_MLA_MoE vs MedNeXt_MLA,MedNeXt_MLA_MoE,MedNeXt_MLA,0.8192600829337225,0.790163428923836,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA_MoE__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,MedNeXt_MLA_MoE,MedNeXt_MLA,tumor_precision,0.8192600829337225,0.790163428923836,0.02909665400988659
Internal,liver_36,MedNeXt_MLA_MoE vs MedNeXt_MLA,MedNeXt_MLA_MoE,MedNeXt_MLA,0.8579494954775971,0.8554696589704476,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA_MoE__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,MedNeXt_MLA_MoE,MedNeXt_MLA,tumor_precision,0.8579494954775971,0.8554696589704476,0.0024798365071495576
Internal,liver_48,MedNeXt_MLA_MoE vs MedNeXt_MLA,MedNeXt_MLA_MoE,MedNeXt_MLA,0.9445810733416433,0.9305736212278877,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA_MoE__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,MedNeXt_MLA_MoE,MedNeXt_MLA,tumor_precision,0.9445810733416433,0.9305736212278877,0.014007452113755647
Internal,liver_52,MedNeXt_MLA_MoE vs MedNeXt_MLA,MedNeXt_MLA_MoE,MedNeXt_MLA,0.9461246200607902,0.9351214208046393,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA_MoE__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,MedNeXt_MLA_MoE,MedNeXt_MLA,tumor_precision,0.9461246200607902,0.9351214208046393,0.011003199256150897
Internal,liver_58,MedNeXt_MLA_MoE vs MedNeXt_MLA,MedNeXt_MLA_MoE,MedNeXt_MLA,0.953405017921147,0.9217970049916805,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA_MoE__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,MedNeXt_MLA_MoE,MedNeXt_MLA,tumor_precision,0.953405017921147,0.9217970049916805,0.03160801292946647
Internal,liver_6,MedNeXt_MLA_MoE vs MedNeXt_MLA,MedNeXt_MLA_MoE,MedNeXt_MLA,0.8030949692981248,0.7891287483615547,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA_MoE__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,/home/PuMengYu/nnUNet_workspace/results_v2/Dataset003_Liver/nnUNetTrainer_MedNeXt_MLA__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,MedNeXt_MLA_MoE,MedNeXt_MLA,tumor_precision,0.8030949692981248,0.7891287483615547,0.013966220936570184
